workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5309,Experiment Group,filler_bad,,9007,,,0.01,Who was that Martian kidnapped believed by no one?,9007,9,,
5309,Experiment Group,null,,3,,,0.99,Sophia identifies the researchers who we assume published the article last year.,1032,10,,
5309,Experiment Group,filler_good,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,11,,
5309,Experiment Group,that,,2,,,0.9,Mary recognizes the employees who we think that completed the report very early.,1021,12,,
5309,Experiment Group,null,,7,,,1,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,13,,
5309,Experiment Group,filler_bad,,9006,,,0.71,What was that the movers would break feared by the family?,9006,14,,
5309,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,15,,
5309,Experiment Group,that,,12,,,0.87,Derek supports the directors who you suppose that approved the proposal that evening.,1121,16,,
5309,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,17,,
5309,Experiment Group,that,,10,,,0.79,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,18,,
5309,Experiment Group,filler_bad,,9009,,,0.43,"Promise to wash, Neal did the car.",9009,19,,
5309,Experiment Group,null,,8,,,0.94,Charles notices the experts who you think updated the software last month.,1082,20,,
5309,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,21,,
5309,Experiment Group,null,,5,,,1,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,22,,
5309,Experiment Group,filler_bad,,9010,,,0.34,"Want to eat, James did the pie.",9010,23,,
5309,Experiment Group,that,,11,,,0.77,Paul visits the technicians who we claim that processed the application earlier today.,1111,24,,
5289,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5289,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5289,Experiment Group,null,,4,,,0.48,Kate calls the workers who you say filed the complaint this week.,1042,1,,
5289,Experiment Group,filler_bad,,9001,,,0.01,John was kissed John.,9001,2,,
5289,Experiment Group,filler_good,,8012,,,0.79,It seems to Mike that Martha helped the student generously. ,8012,3,,
5289,Experiment Group,that,,12,,,0.14,Derek supports the directors who you suppose that approved the proposal that evening.,1121,4,,
5289,Experiment Group,filler_bad,,9002,,,0.01,The money was stolen the money.,9002,5,,
5289,Experiment Group,null,,7,,,0.98,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,6,,
5289,Experiment Group,filler_good,,8011,,,0.97,It seems to Nathan that Keith finished the work efficiently.,8011,7,,
5289,Experiment Group,that,,3,,,0.99,Sophia identifies the researchers who we assume that published the article last year.,1031,8,,
5289,Experiment Group,null,,5,,,0.97,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,9,,
5289,Experiment Group,that,,10,,,0.62,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,10,,
5289,Experiment Group,filler_bad,,9012,,,0.01,"Tried to bury, Kimberly did the treasure chest.",9012,11,,
5289,Experiment Group,filler_good,,8005,,,0.99,Vivian attempted to write short stories.,8005,12,,
5289,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,13,,
5289,Experiment Group,null,,9,,,0.99,Ben respects the professors who we assume established the system long ago.,1092,14,,
5289,Experiment Group,filler_good,,8009,,,0.98,It seems to Carla that Robert studied for the test effectively.,8009,15,,
5289,Experiment Group,that,,2,,,0.1,Mary recognizes the employees who we think that completed the report very early.,1021,16,,
5289,Experiment Group,that,,8,,,0.26,Charles notices the experts who you think that updated the software last month.,1081,17,,
5289,Experiment Group,null,,11,,,0.99,Paul visits the technicians who we claim processed the application earlier today.,1112,18,,
5289,Experiment Group,filler_good,,8001,,,0.98,Joshua hates eating sushi. ,8001,19,,
5289,Experiment Group,filler_bad,,9006,,,0.24,What was that the movers would break feared by the family?,9006,20,,
5289,Experiment Group,filler_good,,8003,,,0.99,Lisa likes taking vacations.,8003,21,,
5289,Experiment Group,filler_bad,,9011,,,0.02,"Refuse to write, Maria did the article.",9011,22,,
5289,Experiment Group,null,,1,,,0.97,Julia knows the students who you believe submitted the assignment on time.,1012,23,,
5289,Experiment Group,that,,6,,,0.5,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,24,,
5249,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5249,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5249,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,1,,
5249,Experiment Group,filler_good,,8012,,,0.89,It seems to Mike that Martha helped the student generously. ,8012,2,,
5249,Experiment Group,null,,5,,,0.69,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,3,,
5249,Experiment Group,that,,8,,,0.26,Charles notices the experts who you think that updated the software last month.,1081,4,,
5249,Experiment Group,null,,10,,,0.64,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,5,,
5249,Experiment Group,that,,6,,,0.36,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,6,,
5249,Experiment Group,filler_bad,,9012,,,0.08,"Tried to bury, Kimberly did the treasure chest.",9012,7,,
5249,Experiment Group,filler_good,,8009,,,1,It seems to Carla that Robert studied for the test effectively.,8009,8,,
5249,Experiment Group,filler_bad,,9006,,,0.31,What was that the movers would break feared by the family?,9006,9,,
5249,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,10,,
5249,Experiment Group,null,,4,,,0.45,Kate calls the workers who you say filed the complaint this week.,1042,11,,
5249,Experiment Group,that,,12,,,0.48,Derek supports the directors who you suppose that approved the proposal that evening.,1121,12,,
5249,Experiment Group,filler_bad,,9004,,,0.22,The student was punished the student.,9004,13,,
5249,Experiment Group,null,,7,,,0.6,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,14,,
5249,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,15,,
5249,Experiment Group,that,,1,,,0.69,Julia knows the students who you believe that submitted the assignment on time.,1011,16,,
5249,Experiment Group,that,,3,,,0.81,Sophia identifies the researchers who we assume that published the article last year.,1031,17,,
5249,Experiment Group,null,,9,,,0.85,Ben respects the professors who we assume established the system long ago.,1092,18,,
5249,Experiment Group,filler_bad,,9011,,,0.09,"Refuse to write, Maria did the article.",9011,19,,
5249,Experiment Group,filler_good,,8007,,,1,Valerie attempted to cancel her magazine subscription.,8007,20,,
5249,Experiment Group,filler_bad,,9008,,,0,Who is that the jail must release accepted by few citizens?,9008,21,,
5249,Experiment Group,null,,11,,,0.94,Paul visits the technicians who we claim processed the application earlier today.,1112,22,,
5249,Experiment Group,that,,2,,,0.79,Mary recognizes the employees who we think that completed the report very early.,1021,23,,
5249,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,24,,
5248,Experiment Group,,,,practice_good,practice_good,0.71,,,0,0,
5248,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5248,Experiment Group,that,,10,,,0.08,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,1,,
5248,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,2,,
5248,Experiment Group,filler_bad,,9005,,,0,Who was that the principal would fire expected by the reporters?,9005,3,,
5248,Experiment Group,null,,5,,,0.96,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,4,,
5248,Experiment Group,null,,9,,,0.95,Ben respects the professors who we assume established the system long ago.,1092,5,,
5248,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,6,,
5248,Experiment Group,that,,3,,,0.27,Sophia identifies the researchers who we assume that published the article last year.,1031,7,,
5248,Experiment Group,filler_bad,,9001,,,0,John was kissed John.,9001,8,,
5248,Experiment Group,that,,2,,,0.11,Mary recognizes the employees who we think that completed the report very early.,1021,9,,
5248,Experiment Group,null,,1,,,0.8,Julia knows the students who you believe submitted the assignment on time.,1012,10,,
5248,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,11,,
5248,Experiment Group,filler_good,,8012,,,0.95,It seems to Mike that Martha helped the student generously. ,8012,12,,
5248,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,13,,
5248,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,14,,
5248,Experiment Group,that,,4,,,0.21,Kate calls the workers who you say that filed the complaint this week.,1041,15,,
5248,Experiment Group,null,,7,,,0.82,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,16,,
5248,Experiment Group,that,,11,,,0.17,Paul visits the technicians who we claim that processed the application earlier today.,1111,17,,
5248,Experiment Group,filler_bad,,9007,,,0,Who was that Martian kidnapped believed by no one?,9007,18,,
5248,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,19,,
5248,Experiment Group,null,,6,,,0.75,Emily meets the colleagues who you suppose finalized the plan right away.,1062,20,,
5248,Experiment Group,that,,8,,,0,Charles notices the experts who you think that updated the software last month.,1081,21,,
5248,Experiment Group,null,,12,,,0.74,Derek supports the directors who you suppose approved the proposal that evening.,1122,22,,
5248,Experiment Group,filler_bad,,9004,,,0,The student was punished the student.,9004,23,,
5248,Experiment Group,filler_good,,8011,,,1,It seems to Nathan that Keith finished the work efficiently.,8011,24,,
5274,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5274,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5274,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,1,,
5274,Experiment Group,null,,7,,,0.81,Jake encounters the secretaries who we believe scheduled the meeting this morning.,1072,2,,
5274,Experiment Group,that,,1,,,0.07,Julia knows the students who you believe that submitted the assignment on time.,1011,3,,
5274,Experiment Group,filler_good,,8010,,,0.81,It seems to Dave that Gregory left deliberately. ,8010,4,,
5274,Experiment Group,that,,9,,,0.31,Ben respects the professors who we assume that established the system long ago.,1091,5,,
5274,Experiment Group,filler_bad,,9010,,,0.06,"Want to eat, James did the pie.",9010,6,,
5274,Experiment Group,filler_good,,8009,,,0.93,It seems to Carla that Robert studied for the test effectively.,8009,7,,
5274,Experiment Group,null,,4,,,0.79,Kate calls the workers who you say filed the complaint this week.,1042,8,,
5274,Experiment Group,that,,12,,,0.3,Derek supports the directors who you suppose that approved the proposal that evening.,1121,9,,
5274,Experiment Group,null,,6,,,0.71,Emily meets the colleagues who you suppose finalized the plan right away.,1062,10,,
5274,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,11,,
5274,Experiment Group,filler_bad,,9005,,,0.19,Who was that the principal would fire expected by the reporters?,9005,12,,
5274,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,13,,
5274,Experiment Group,null,,5,,,0.6,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,14,,
5274,Experiment Group,filler_bad,,9003,,,0.02,The hedges were trimmed the hedges.,9003,15,,
5274,Experiment Group,that,,3,,,0.32,Sophia identifies the researchers who we assume that published the article last year.,1031,16,,
5274,Experiment Group,filler_bad,,9006,,,0.11,What was that the movers would break feared by the family?,9006,17,,
5274,Experiment Group,filler_good,,8006,,,1,Tommy attempted to take a picture.,8006,18,,
5274,Experiment Group,null,,11,,,0.79,Paul visits the technicians who we claim processed the application earlier today.,1112,19,,
5274,Experiment Group,that,,2,,,0.61,Mary recognizes the employees who we think that completed the report very early.,1021,20,,
5274,Experiment Group,that,,8,,,0.65,Charles notices the experts who you think that updated the software last month.,1081,21,,
5274,Experiment Group,filler_good,,8003,,,1,Lisa likes taking vacations.,8003,22,,
5274,Experiment Group,null,,10,,,0.75,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,23,,
5274,Experiment Group,filler_bad,,9007,,,0.1,Who was that Martian kidnapped believed by no one?,9007,24,,
5238,Experiment Group,,,,practice_good,practice_good,0.99,,,0,0,
5238,Experiment Group,,1,,practice_bad,practice_bad,0,,,0,1,
5238,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,1,,
5238,Experiment Group,null,,4,,,0.53,Kate calls the workers who you say filed the complaint this week.,1042,2,,
5238,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,3,,
5238,Experiment Group,that,,12,,,0.33,Derek supports the directors who you suppose that approved the proposal that evening.,1121,4,,
